index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
133490,115898,1,Maps,,"['past', 'month', 'application', 'say', 'gps', 'second', 'gps', 'location', 'fine']",2019-04-06,546904,"for the past month on my S9,the app will say no GPS after 30 seconds .. which GPS location etc are fine",3,for the past month on my the application will say no gps after second which gps location etc are fine,A Google User,,
133491,115899,1,Maps,,"['update', 'gps', 'doe', 'not', 'work', 'properly', 'always', 'say', 'turn', 'gps']",2019-04-06,546908,after this update gps doesn't work propperly i always says to turn on gps and after on again ans again,1,after this update gps doe not work properly i always say to turn on gps and after on again an again,Margoobur Rahman,,
133492,115900,1,Maps,,"['march', 'update', 'application', 'be', 'longer', 'useable', 'nil', 'point']",2019-04-05,546911,After March 2019 update This app is no longer useable ! Nil Point.,1,after march update this application is no longer useable nil point,Leo Knaggs,,
133493,115901,1,Maps,,"['update', 'ability', 'orientate', 'map', 'view', 'navigation', 'mode', 'north', 'direction', 'travel']",2019-04-02,546906,please update with the ability to orientate map views while in navigation mode to North or direction of travel,2,please update with the ability to orientate map view while in navigation mode to north or direction of travel,A Google User,,
133494,115902,1,Maps,,"['bug', 'wrong', 'direction', 'wrong', 'traffic', 'information', 'start', 'last', 'week']",2019-04-05,546912,"bugs, wrong directions and wrong traffic information starting last week",1,bug wrong direction and wrong traffic information starting last week,Brian Stevens,,
133496,115904,1,Maps,,"['hang', 'every_single', 'time', 'screen', 'direction', 'button', 'useless', 'pile', 'trash', 'samsung']",2019-04-03,546913,hangs EVERY SINGLE TIME on the screen with the Directions button. Useless pile of trash on a Samsung S4.,1,hang every single time on the screen with the direction button useless pile of trash on a samsung s,Max K,,
133497,115905,1,Maps,,"['be', 'crappy', 'direction', 'do', 'not', 'work', 'half', 'time', 'update', 'stuff', 'fix']",2019-04-02,546914,it's crappy directions they don't work half of the time just update the stuff fix it,1,it is crappy direction they do not work half of the time just update the stuff fix it,Richard Wilkins,,
133498,115906,1,Maps,,"['application', 'doe', 'not', 'work', 'update', 'application', 'application', 'say', 'root', 'find']",2019-04-08,546915,App does not work After updating app it says no root found,1,application doe not work after updating application application say no root found,Jacobus Erasmusalberts,,
133500,115908,1,Maps,,"['download', 'online', 'map', 'not', 'work', 'datum', 'require', 'high_speed', 'datum', 'network', 'wife', 'map', 'work', 'face', 'twice', 'roam', 'past', 'day']",2019-04-05,546918,Downloaded offline maps not working without data. It requires a high speed data network or Wi-Fi for the maps to work. I faced this twice during roaming in the past 30 days.,3,downloaded online map not working without data it requires a high speed data network or wife for the map to work i faced this twice during roaming in the past day,Venkateshan Mohan,,
133502,115910,1,Maps,,"['everytime', 'open', 'application', 'need', 'exit', 'reopen', 'pop', 'add', 'shortlist', 'application', 'not', 'take', 'command', 'bad', 'update']",2019-04-05,546921,everytime i open app i need to exit and reopen because pop up add to shortlist and the app wont take any command. worst update,1,everytime i open application i need to exit and reopen because pop up add to shortlist and the application will not take any command worst update,Sasa Kostic,,
