tweet-id,timestamp,likes,replies,retweets,text
1104889631470956544,2019-03-10 23:39:50,0,0,0,"Okay, we’ll need to look further into this. Head over to http://spr.ly/help  and select the options that match your issue. You'll be able to enter details about what you're experiencing and submit a ticket at the end of the form "
1104889397571395584,2019-03-10 23:38:54,7,0,1,"im trying to update my info pic for my snapchat and skype and stuff and i just keep. losing everything ive typed. ive done this like 5 times now. i feel like i can't do anything right lately im so frustrated
anyway here's me and cyndaquil pic.twitter.com/8boo8g8IRv"
1104884038635085824,2019-03-10 23:17:37,18,0,0,"Trying to make plans when people are observing Lent is such a struggle. One friend gave up Snapchat, another texting, someone only checks their phone at 8pm on Saturdays...let's just give up being mean to each other and then phones wouldn't be such a big problem !!!"
1104883994586476544,2019-03-10 23:17:26,1,0,0,Happy Birthday  I always look forward to a Snapchat hang out coffee session with you each day! 
1104879412049338368,2019-03-10 22:59:14,1,0,0,And another one: guys who Snapchat you at 5am do not want to “hang out” in the daylight ever. They probably think you’re annoying too.
1104879397323112448,2019-03-10 22:59:10,5,2,1,"Listen to Bad Bitches Nd a Bag by Saint Jay #np on #SoundCloud OUT NOW 
More tracks and projects coming soon 
#soundcloud #soundcloudrapper #soundcloudartist #rap #rnb #trap #rapmusic #rnbmusic #trapmusic #FireInTheBooth #instagram #snapchat https://soundcloud.com/jaden-fragale/bad-bitches-nd-a-bag …"
1104876444231061505,2019-03-10 22:47:26,33,0,3,I have the “heavy snow” song by @christianfrench stuck in my head and it’s the worst thing ever because it’s not even out yet so I’m resigned to listen to the same 20 second Snapchat memory over and over to get my fix until it finally releases
1104876339843289094,2019-03-10 22:47:01,1,1,0,it’s just as bad as the night he was calling people on snapchat but worse because WE have to call HIM
1104876234247266304,2019-03-10 22:46:36,1,0,0,"Soooooo, if I like a food on snapchat I will literally swipe up and ask whoever posted it to lmk where it's from... tell me why I was so heart broken when I tried to swipe up and realized it was @JeffreeStar 's pizza "
1104874453132029955,2019-03-10 22:39:31,2,0,2,One of the best things about Snapchat is that when u send someones story to somone else it doesn’t tell them bc if it did I’d be in a lot of trouble 
1104872940309368833,2019-03-10 22:33:31,0,1,0,"Hi SC! It seems like my dog filter is gone, what can I do to fix this? It’s one of the only filters i use."
1104872887960436736,2019-03-10 22:33:18,0,0,0,"Okay, we’ll need to look further into this. Head over to http://spr.ly/help  and select the options that match your issue. You'll be able to enter details about what you're experiencing and submit a ticket at the end of the form "
1104870840347299840,2019-03-10 22:25:10,0,0,0,Anyone having issues with Snapchat and their video sending process? I've been trying to send videos all week and it just pretends to send them to no avail. Ugh — feeling frustrated
1104867664432910336,2019-03-10 22:12:33,0,1,0,"Hi @snapchatsupport !
What's the hell with the front cam of my new Galaxy S10 on ur app? That's zoomed af 
Maybe an update soon to fix it?"
1104864951905116160,2019-03-10 22:01:46,0,1,0,"@snapchatsupport can you guys please add an option to hide all of the horrible, gossipy news stories on your app? The titles of some of these ""stories"" are going to give me cancer"
