tweet-id,timestamp,likes,replies,retweets,text
1125767979885576192,2019-05-07 14:22:56,0,0,0,@WeChatApp could you please help with my issue?
1125600773570564096,2019-05-07 03:18:31,0,0,0,"Hey I have problem logging in to my account. Been messaging you for months, when you gonna help?"
1125767979885576192,2019-05-07 14:22:56,0,0,0,@WeChatApp could you please help with my issue?
1125600773570564096,2019-05-07 03:18:31,0,0,0,"Hey I have problem logging in to my account. Been messaging you for months, when you gonna help?"
1125296637813743617,2019-05-06 07:10:00,1,0,1,7.0.4存在严重bug，卡顿界面错位致触控失灵。
1125296637813743617,2019-05-06 07:10:00,1,0,1,7.0.4存在严重bug，卡顿界面错位致触控失灵。
1127504167465938945,2019-05-12 09:21:56,0,0,0,"@WeChatApp Hi WeChat...
Looks like i got some problem with your App...
I want to unblock my account...
But the SMS verification number never come...
Cmon dude... Help me out..."
1127504167465938945,2019-05-12 09:21:56,0,0,0,"@WeChatApp Hi WeChat...
Looks like i got some problem with your App...
I want to unblock my account...
But the SMS verification number never come...
Cmon dude... Help me out..."
1131214304294739968,2019-05-22 15:04:41,0,0,0,"@WeChatApp Help! I have been trying to get support with an issue with my WeChat, but no one will respond to me. Can you please help me?"
1131214304294739968,2019-05-22 15:04:41,0,0,0,"@WeChatApp Help! I have been trying to get support with an issue with my WeChat, but no one will respond to me. Can you please help me?"
1133453336030531585,2019-05-28 19:21:48,0,0,0,@WeChatApp I'm unable to delete my account. I have already raised issue through feedback. Help asap as it's more then 2 week yet it is not allowing me.
1133453336030531585,2019-05-28 19:21:48,0,0,0,@WeChatApp I'm unable to delete my account. I have already raised issue through feedback. Help asap as it's more then 2 week yet it is not allowing me.
1128375653252788224,2019-05-14 19:04:54,0,0,0,"Really bad app,  they blocked my sister after she set up an account after all her friends who are using this app to stay in touch.   She got blocked after she sent out more than 5 friend request,  the app cited that she is harassing people.  WTF!   WHATSAPP is user friendly!"
1128375653252788224,2019-05-14 19:04:54,0,0,0,"Really bad app,  they blocked my sister after she set up an account after all her friends who are using this app to stay in touch.   She got blocked after she sent out more than 5 friend request,  the app cited that she is harassing people.  WTF!   WHATSAPP is user friendly!"
1127756001808019456,2019-05-13 02:02:38,0,0,0,@WeChatApp I have been blocked from my account due to 'sending too many unusual greetings'. I have followed the self unblock process but when I enter the new password I receive the same error message. Could you please DM me to get this solved?
1127754927487406080,2019-05-13 01:58:22,0,0,0,"@WeChatApp Hi guys, I have been blocked out of my account for 'Reported sending too many greetings to strangers'. When I input the self unblock password I receive the same message that my account is blocked. Can you DM me to solve this issue?"
1127756001808019456,2019-05-13 02:02:38,0,0,0,@WeChatApp I have been blocked from my account due to 'sending too many unusual greetings'. I have followed the self unblock process but when I enter the new password I receive the same error message. Could you please DM me to get this solved?
1127754927487406080,2019-05-13 01:58:22,0,0,0,"@WeChatApp Hi guys, I have been blocked out of my account for 'Reported sending too many greetings to strangers'. When I input the self unblock password I receive the same message that my account is blocked. Can you DM me to solve this issue?"
1128883963538300928,2019-05-16 04:44:45,0,0,0,"@WeChatApp Web WeChat says ""newly registered WeChat accounts are unable to log in."" My account is a year and a half old. Please fix this."
1128883963538300928,2019-05-16 04:44:45,0,0,0,"@WeChatApp Web WeChat says ""newly registered WeChat accounts are unable to log in."" My account is a year and a half old. Please fix this."
