index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
142752,125160,1,Messenger,,"['crash', 'always', 'morning']",2019-04-01,261789,its crashing always since this morning,3,its crashing always since this morning,sridher mariappan,,
142753,125161,1,Messenger,,"['bad', 'keep', 'say', 'application', 'stop']",2019-04-01,261790,"bad , keeps saying , app stopped !!",1,bad keep saying application stopped,Sergio Herrera Linares,,
142756,125164,1,Messenger,,"['application', 'keep', 'crash', 'help']",2019-04-01,261794,my app keeps crashing help,1,my application keep crashing help,Tisha Burnett,,
142760,125168,1,Messenger,,"['new', 'update', 'suck', 'new', 'update', 'keep', 'crash']",2019-04-01,261798,new update sucks it keeps on crashing,1,new update suck new update keep on crashing,Arcelie Onggao,,
142761,125169,1,Messenger,,"['always', 'appear', 'problem', 'messenger']",2019-04-01,261799,always appears that there are problem with the messanger,1,always appears that there are problem with the messenger,Sam Cheng,,
142770,125178,1,Messenger,,"['still', 'having_trouble', 'getting']",2019-04-01,261853,still having some trouble but it getting there,4,still having some trouble but it getting there,A Google User,,
142775,125183,1,Messenger,,"['new', 'update', 'application', 'keep_stopping', 'crash']",2019-04-01,261860,"new update, app keeps stopping & crashes",1,new update application keep stopping and crash,Charity CB,,
142777,125185,1,Messenger,,"['update', 'keep', 'crash', 'literal', 'nonstop']",2019-04-01,261862,IT JUST UPDATED AND IT KEEPS CRASHING. LITERAL NONSTOP.,1,it just updated and it keep crashing literal nonstop,Samantha McDonald,,
142787,125195,1,Messenger,,"['keep', 'say', 'messenger', 'not', 'respond', 'new', 'update', 'secondsliteraly']",2019-04-01,261873,"keeps saying ""messenger not responding"" with the newest update! every 10 seconds..literally!",2,keep saying messenger not responding with the newest update every secondsliteraly,Brian Navy,,
142788,125196,1,Messenger,,"['last', 'update', 'messenger', 'be', 'stop', 'mobile', 'phone']",2019-04-01,261874,After the last update messenger has been stopped in my mobile phone,4,after the last update messenger has been stopped in my mobile phone,Kalpana Katwal,,
142789,125197,1,Messenger,,"['always', 'get', 'messenger', 'unfortunately', 'stop', 'messenger', 'be', 'irritate', 'fix', 'messenger']",2019-04-01,261875,"i always get messenger unfortunately stopped , it is very irritating please fix it.",1,i always get messenger unfortunately stopped messenger is very irritating please fix messenger,Blackhand Izar,,
142790,125198,1,Messenger,,"['update', 'break', 'update', 'annoying', 'glitch', 'say', 'messenger', 'stopped_working', 'repeatedly']",2019-04-01,261876,the update broke it with annoying glitch that says messenger has stopped working repeatedly.,1,the update broke the update with annoying glitch that say messenger has stopped working repeatedly,Ham Burger,,
142792,125200,1,Messenger,,"['hate', 'application', 'application', 'freeze', 'time', 'not', 'let', 'check', 'message']",2019-04-01,261878,i hate this app. it freezes all the time and wont let me check my messages.,1,i hate this application this application freeze all the time and will not let me check my message,Kris Burke,,
142794,125202,1,Messenger,,"['new', 'update', 'messenger', 'keep_stopping', 'fix', 'issue', 'soon_possible']",2019-04-01,261880,after this new update messanger keeps stopping.. fix this issue asap,3,after this new update messenger keep stopping fix this issue a soon a possible,Rajan Poudel,,
142795,125203,1,Messenger,,"['bad', 'not', 'see', 'day', 'property', 'not', 'share', 'day', 'day', 'property', 'fix', 'day', 'property', 'laugh', 'loud', 'application']",2019-04-01,261881,bad i cant see my my day properties and cant share my my days through it fix it.. lol app,1,bad i can not see my my day property and can not share my my day through my my day property fix my my day property laugh out loud application,Arifur Rahman,,
142810,125218,1,Messenger,,"['lot', 'technical', 'problem']",2019-04-01,261915,there a lot of technical problem.,1,there a lot of technical problem,creative camera,,
142813,125221,1,Messenger,,"['be', 'happen', 'keep', 'notify', 'messenger', 'stop']",2019-04-01,261919,"what is happening ? the keeps notifying me that ""messenger has stopped"" ???",2,what is happening the keep notifying me that messenger has stopped,Jillian Boni,,
142851,125259,1,Messenger,,"['continuously', 'get', 'notification', 'second', 'application', 'say', 'messenger', 'keep_stopping']",2019-04-01,261966,"I am continuously getting a notification every 7 seconds from this app, saying messenger keeps stopping.",3,i am continuously getting a notification every second from this application saying messenger keep stopping,Daniel Jessop,,
