tweet-id,timestamp,text,app_name,comment,bug_report
1117962093141954561,2019-04-16 01:25:08,"@messenger why don't you ever respond when problems are reported? Seriously, thanks for making a note of the problem now let's take that extra step.",messenger,"['do', 'not', 'ever', 'respond', 'problem', 'report', 'seriously', 'thank', 'make', 'note', 'problem', 'let', 'take', 'extra', 'step']",1
1117605965916827648,2019-04-15 01:50:01,@messenger can you please fix your app? Haven’t been able to see any conversations since yesterday afternoon ,messenger,"['fix', 'app', 'be', 'able', 'see', 'conversation', 'yesterday', 'afternoon']",1
1116060679499333634,2019-04-10 19:29:36,@messenger is still not working. The sent and received light's not coming on even when the recipient's online. This has been going on for almost 6 months and is now getting to be a problem!,messenger,"['be', 'still', 'not', 'work', 'send', 'receive', 'light', 'not', 'come', 'even', 'recipient', 'online', 'be', 'go', 'almost', 'month', 'be', 'get', 'problem']",1
1116243039389925376,2019-04-11 07:34:14,"@Messenger has a bug today. When typing a text, the letters sometimes change their position.

P.S. I assume that soon Messenger will introduce some new text-related functionality.

#Messenger",messenger,"['bug', 'today', 'type', 'text', 'letter', 'sometimes', 'change', 'position', 'assume', 'soon', 'messenger', 'introduce', 'new', 'text', 'relate', 'functionality', 'messenger']",1
1116236931757740033,2019-04-11 07:09:57,"Oh wow, thanks so much for responding! In the grand scheme of things it isn’t the biggest problem, but it would be helpful to be able to undo the automatic emoji change when we’d like :)",messenger,"['much', 'respond', 'grand', 'scheme', 'thing', 'big', 'problem', 'would', 'helpful', 'able', 'undo', 'automatic', 'emoji', 'change']",1
1117406486026752000,2019-04-14 12:37:21,@messenger can you please fix yourself thank you,messenger,"['fix', 'thank']",1
1117405833569030144,2019-04-14 12:34:45,"@messenger Hey, fix the messenger 'coz its not working~~~`",messenger,"['fix', 'messenger', 'coz', 'not', 'work']",1
1117404903616344064,2019-04-14 12:31:04,@messenger can u fix dis na ASAP please ,messenger,"['fix', 'dis', 'na']",1
1117403275333111809,2019-04-14 12:24:35,"@messenger @facebook Messenger in Brazil is down Error, omg",messenger,"['messenger', 'brazil', 'be', 'error', 'omg']",1
1117402332268859393,2019-04-14 12:20:51,"@messenger your app is lagging or sumn, do some magic & fix it ",messenger,"['app', 'be', 'lag', 'sumn', 'do', 'magic', 'fix']",1
1117398968214986753,2019-04-14 12:07:28,"@messenger What is happening with the app, pls fix asap",messenger,"['be', 'happen', 'app', 'pls', 'fix', 'asap']",1
1117393915777179648,2019-04-14 11:47:24,"@messenger Messenger, whatsapp and instagram are down. Please fix them as soon as possible! From: Malaysia",messenger,"['messenger', 'whatsapp', 'instagram', 'fix', 'malaysia']",1
1117391489296994305,2019-04-14 11:37:45,"@messenger the app has been connecting for hours but nothing changes. I've reinstalled, cleared my cache partition, and reset network settings. What else do I do is there a fix for this?",messenger,"['app', 'be', 'connect', 'hour', 'nothing', 'change', 'have', 'reinstall', 'cleared', 'cache', 'partition', 'reset', 'network', 'setting', 'else', 'do', 'do', 'be', 'fix']",1
