index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
110131,92539,1,Amazon,,"['poor', 'service', 'italy']",2019-04-29,102115,poor service in italy,1,poor service in italy,Ian Ceripulo,,
110133,92541,1,Amazon,,"['good', 'doe', 'glitch']",2019-04-29,102121,Good and doesnt glitch,4,good and doe glitch,Graces Searle,,
110138,92546,1,Amazon,,"['new', 'update', 'new', 'update', 'glitch', 'new', 'update', 'doe', 'put', 'thing', 'correct', 'list', 'keep', 'say', 'new', 'update', 'save', 'check', 'new', 'update', 'int', 'have', 'uninstale', 'instal', 'sign', 'still', 'new', 'update', 'not', 'work', 'correctly', 'new', 'update', 'new', 'update', 'need', 'update', 'deleting', 'have', 'application', 'year', 'issue']",2019-04-29,102129,"since the new update ... its glitchy.. it doesnt put things in the correct lists, keeps saying its saved and then when i check, it isnt there. ive uninstalled and re-installed, signed in and out and still its not working correctly and its only since the new update. needs another update or i will be deleting as ive had this app for years without issue.",1,since the new update the new update glitch the new update doe put thing in the correct list keep saying the new update saved and then when i check the new update int there i have uninstaled and installed signed in and out and still the new update not working correctly and the new update only since the new update need another update or i will be deleting a i have had this application for year without issue,Vanessa Wild,,
110144,92552,1,Amazon,,"['slow', 'not', 'update']",2019-04-29,102137,very slow and won't update..,1,very slow and will not update,peter cannon,,
110147,92555,1,Amazon,,"['awful', 'non', 'functioning', 'application', 'completely', 'useless']",2019-04-29,102142,"awful and non functioning app, completely useless",1,awful and non functioning application completely useless,John J,,
110151,92559,1,Amazon,,"['be', 'joke', 'everything', 'show', 'day', 'late', 'pay', 'day', 'shipping', 'unhappy']",2019-04-29,102153,"prime is a joke, everything shows up 2 days late when im paying for 2 day shipping... very unhappy",1,prime is a joke everything show up day late when i paying for day shipping very unhappy,Luke Encrapera,,
110154,92562,1,Amazon,,"['not', 'fn', 'instal', 'boo', 'come', 'make', 'application']",2019-04-29,102158,"Can't f'n uninstall.... Booooo. Come on, make an app that you can get rid of!!! 😡",1,can not fn instal boo come on make an application that you can get rid of,Simon White,,
110159,92567,1,Amazon,,"['horrible', 'useful', 'filter', 'refuse', 'cruise', 'pair', 'shoe', 'guy', 'take', 'useful', 'filter', 'help', 'narrow', 'search', 'productive', 'way']",2019-04-29,102167,Horrible UX. No Useful Filters. I refuse to cruise 3000 pairs of shoes because you guys took out all the filters to help me narrow my search in a productive way.,1,horrible ux no useful filter i refuse to cruise pair of shoe because you guy took out no useful filter to help me narrow my search in a productive way,Audra Gutierrez,,
110162,92570,1,Amazon,,"['nothing', 'really', 'wrong', 'cover', 'really', 'quite', 'difficult', 'put', 'bowl', 'be', 'much', 'trouble', 'stay', 'drawer']",2019-04-29,102170,there was nothing really wrong with these covers except they're really quite difficult to put on bowls. It's too much trouble for me so they stay in the drawer.,2,there was nothing really wrong with these cover except they are really quite difficult to put on bowl it is too much trouble for me so they stay in the drawer,Valerie Chauncey,,
110168,92576,1,Amazon,,"['application', 'be', 'not', 'work', 'keep', 'say', 'something_went', 'wrong', 'end', 'last', 'month', 'fix']",2019-04-30,102188,this app is not working keeps saying something went wrong on our end for the last month can you fix this!!!!!!!,1,this application is not working keep saying something went wrong on our end for the last month can you fix this,Jacoby taylor,,
110172,92580,1,Amazon,,"['not', 'great', 'application', 'product', 'image', 'take', 'area', 'load', 'review', 'question', 'difficult', 'search', 'user', 'image', 'nearly_impossible', 'scroll', 'bad', 'amazon_smile', 'be', 'not', 'support']",2019-04-30,102195,"not a great app. product images take agea to load, reviews and questions are difficult to search. user images are nearly impossible to scroll through. and worst of all, Amazon Smile is not supported!!!",3,not a great application product image take area to load review and question are difficult to search user image are nearly impossible to scroll through and worst of all amazon smile is not supported,Sunil Chopra,,
110173,92581,1,Amazon,,"['do', 'not', 'like']",2019-04-30,102196,don't like this at all!!,1,do not like this at all,Jorge Hernandez,,
110183,92591,1,Amazon,,"['amazon', 'email', 'automatically', 'redirect', 'application', 'choice', 'use', 'browser', 'finally', 'cave', 'download', 'application', 'application', 'redirect', 'webster', 'trash']",2019-04-30,102213,"Amazon emails now automatically redirect me to this app, with no choice to use my browser. finally caved and downloaded the app, and now the app redirect me to the website. what trash.",1,amazon email now automatically redirect me to this application with no choice to use my browser finally caved and downloaded this application and now this application redirect me to the webster what trash,karsten kane,,
110186,92594,1,Amazon,,"['not', 'even', 'get', 'load']",2019-04-30,102222,cant even get it to load,1,can not even get it to load,K Almod,,
110187,92595,1,Amazon,,"['keep', 'randomly', 'open', 'meeting', 'pub', 'win', 'angry']",2019-04-30,102224,keeps randomly opening when im getting pubg wins so im angry,3,keep randomly opening when i meeting pub win so i angry,WardedMidget304,,
110197,92605,1,Amazon,,"['constantly', 'something_went', 'wrong', 'end', 'fix', 'take']",2019-04-30,102238,"Constantly ""Something went wrong at our end"". Fix it or take it down.",3,constantly something went wrong at our end fix it or take it down,Rebecca Esteves,,
110206,92614,1,Amazon,,"['doe', 'application', 'constantly', 'crash']",2019-04-30,102256,why does this app constantly crash?,1,why doe this application constantly crash,David Morrison,,
110208,92616,1,Amazon,,"['get', 'annoying', 'have', 'update', 'manage', 'account']",2019-04-30,102260,gets annoying to have to update just to manage account,3,get annoying to have to update just to manage account,Del D,,
110232,92640,1,Amazon,,"['seem', 'have', 'problem', 'make', 'payment', 'change', 'not', 'change', 'detail', 'phone', 'do', 'not', 'anyone_else', 'be', 'have', 'similar', 'problem', 'application', 'be', 'fine', 'problem', 'phone']",2019-04-30,102302,seem to be having problems with making payments since changing to an s10 .not changed any details just phone don't no if anyone else is having a similar problem other than that app is fine no problems with other phone,4,seem to be having problem with making payment since changing to an s not changed any detail just phone do not no if anyone else is having a similar problem other than that application is fine no problem with other phone,Robert Astill,,
110233,92641,1,Amazon,,"['quality', 'service', 'long', 'priority']",2019-04-30,102303,quality service no longer a priority,1,quality service no longer a priority,Dan Jones,,
