index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
58530,40938,1,Messenger,,"['not', 'sure', 'indicator', 'say', 'do', 'not', 'see', 'message', 'wish', 'would', 'go', 'away']",2019-03-28,420728,not sure why the indicator says 4 and I dont see any messages. I wish the 4 would go away!,1,not sure why the indicator say and i do not see any message i wish the would go away,A Google User,,
58531,40939,1,Messenger,,"['do', 'not', 'know', 'not', 'memory', 'messenger', 'anymore', 'fix']",2019-03-26,420729,i don't know why but there aren't emojies in messenger anymore pleasee fix it.,1,i do not know why but there are not memory in messenger anymore please fix please,A Google User,,
58534,40942,1,Messenger,,"['have', 'lot', 'issue', 'connection', 'message', 'not', 'send', 'really', 'frustrating']",2019-03-27,420732,Having lots of issues with connection. messages not sending etc.... really frustrating!,1,having lot of issue with connection message not sending etc really frustrating,Melissa Driver,,
58538,40946,1,Messenger,,"['fix', 'retard', 'moron', 'keep', 'freeze', 'onerous', 'douchebag']",2019-03-25,420735,fix it you retarded morons.. it keeps freezing on my oneplus 6t.. douchebags.,1,fix it you retarded moron it keep freezing on my onerous t douchebags,Rohan Jaiswal,,
58539,40947,1,Messenger,,"['voice', 'note', 'not', 'play', 'even', 'instal', 'application', 'tell', 'fix', 'issue']",2019-03-28,420736,Voice notes are not playing even I reinstalled the application. Please tell me how to fix this issue,1,voice note are not playing even i installed the application please tell me how to fix this issue,Urwah gillani,,
58541,40949,1,Messenger,,"['keep', 'pop', 'not', 'use', 'messenger', 'disgust']",2019-03-25,420739,keeps popping up and now i cannot use messenger ugh!,1,keep popping up and now i can not use messenger disgusted,Lisa Gannon,,
58544,40952,1,Messenger,,"['not', 'see', 'anything', 'messenger', 'be', 'show', 'something_went', 'wrong', 'time']",2019-03-28,420740,"I can't see anything in my messenger. it's show me like that ""something went wrong"" all the time.",1,i can not see anything in my messenger it is show me like that something went wrong all the time,A Google User,,
58548,40956,1,Messenger,,"['dear', 'messenger', 'have', 'problem', 'software', 'not', 'listen', 'voice', 'message']",2019-03-24,420747,dear messenger they have little bit problem from your software I can't listen voice messages,1,dear messenger they have little bit problem from your software i can not listen voice message,A Google User,,
58554,40962,1,Messenger,,"['keep', 'tell', 'have', 'message', 'open', 'face', 'none', 'sort']",2019-03-29,420765,keeps telling me that I have messages but when I open it up from my Facebook there are none there. Please sort it,1,keep telling me that i have message but when i open it up from my face-on there are none there please sort it,Sheila Hyde,,
58555,40963,1,Messenger,,"['update', 'not', 'even', 'open', 'application', 'keep', 'crash', 'make', 'phone', 'lag']",2019-03-25,420753,"after update can't even open the app, just keep crashing and make my phone lag",1,after update can not even open the application just keep crashing and make my phone lag,Your Sister,,
58561,40969,1,Messenger,,"['tell', 'update', 'messenger', 'download', 'play_store', 'ap', 'have', 'try', 'not', 'complete', 'have', 'be', 'unable', 'open', 'messenger', 'retrieve', 'message', 'be', 'go', 'be', 'have', 'close', 'face', 'sign', 'back', 'everything', 'else', 'possible', 'still', 'not', 'open', 'message', 'someone', 'help']",2019-03-26,420771,"I was told to update messenger and download from Play  Store Apps. Have tried but cannot complete this and have been unable to open messenger to retrieve messages for a wk. What is going on?  It is now 3/26 and I have closed FB signed back in and everything else possible, still cannot open messages. Can someone please help me???",1,i was told to update messenger and download from play store aps have tried but can not complete this and have been unable to open messenger to retrieve message for a we what is going on it is now and i have closed face-on signed back in and everything else possible still can not open message can someone please help me,Linda Irwin,,
58571,40979,1,Messenger,,"['terrible', 'clunky', 'doe', 'not', 'easily', 'open', 'demand', 'update', 'review', 'time', 'want', 'see', 'message']",2019-03-28,420781,"Terrible, Clunky, doesn't easily open, Demands updates and reviews all the time when you only want to see your messages.",1,terrible clunky doe not easily open demand update and review all the time when you only want to see your message,A Google User,,
58574,40982,1,Messenger,,"['display', 'message', 'notification', 'bar', 'even', 'have', 'chat', 'open', 'crash', 'application', 'last', 'update']",2019-03-24,420784,displays messages at the notification bar even if I have the chat open and crashes the app. this was after the last update.,1,display message at the notification bar even if i have the chat open and crash the application this was after the last update,Jasmin J-T,,
58579,40987,1,Messenger,,"['horrible', 'update', 'double', 'notification', 'head', 'be', 'unstable', 'connection', 'face', 'fix', 'application', 'keep', 'ruin', 'application', 'update']",2019-03-28,420790,"Horrible updates... Double notifications while heads chat is on.... Very unstable with the connection... Facebook fix this app, you keep ruinning it with every update",1,horrible update double notification while head chat is on very unstable with the connection face-on fix this application you keep ruining this application with every update,Muhannad Smairat,,
58581,40989,1,Messenger,,"['lag', 'much', 'tap', 'chat_head', 'hang', 'also', 'write', 'message', 'hang', 'solve']",2019-03-27,420792,It lags too much When we tap on the chat head it hangs Also while writing messages it hangs Please solve,3,it lag too much when we tap on the chat head it hang also while writing message it hang please solve,Sonu Suman,,
58585,40993,1,Messenger,,"['everything', 'work', 'great', 'not', 'make', 'call', 'receive', 'call', 'not', 'call', 'people']",2019-03-26,420799,Everything works great except I cannot make calls. I can receive calls but not call people.,3,everything work great except i can not make call i can receive call but not call people,Nick Gillaspie,,
58586,40994,1,Messenger,,"['keep', 'auto', 'updating', 'even', 'turn', 'auto', 'updating', 'application', 'goole', 'play', 'stop', 'hijack', 'set', 'face']",2019-03-26,420800,Keeps auto updating even when I turn it off in the app and in google play. Stop hijacking my settings Facebook.,1,keep auto updating even when i turn auto updating off in the application and in goole play stop hijacking my setting face-on,Drew G,,
