index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
93701,76109,1,WeChat,,"['fix', 'notification', 'problem']",2019-03-31,566746,please fix the notification problem,1,please fix the notification problem,jaric lee,,
93703,76111,1,WeChat,,"['forget', 'be', 'damn', 'hard', 'even', 'create', 'account']",2019-03-31,566751,forget it! it's damn hard even to create an account.,1,forget it it is damn hard even to create an account,Chheng Ly,,
93704,76112,1,WeChat,,"['bad', 'security', 'verification', 'application', 'ever', 'bad', 'security', 'verification', 'application', 'be', 'take', 'much', 'time', 'verify', 'security', 'even', 'also', 'not', 'verify', 'security', 'sign']",2019-03-31,566752,the worst security verification app ever it's took too much time to verify security even also I can't verify my security for signup,1,the worst security verification application ever the worst security verification application is took too much time to verify security even also i can not verify my security for sign,A Google User,,
93705,76113,1,WeChat,,"['stupid', 'application', 'ever', 'verification', 'procedure', 'be', 'bloody', 'stupid', 'sort', 'delicious', 'security', 'need', 'not', 'send', 'verification_code', 'activate', 'account', 'be', 'account', 'stupid', 'nonsense', 'ask', 'friend', 'send', 'temporary', 'code', 'stupid', 'lame']",2019-03-31,566753,stupid app ever. the verification procedure is bloody stupid. what sort of such tedicious security needed? why cant just send verification code to activate the account and that's it. what stupid nonsense asking 2 friends to send temporary code. stupid and lame.,1,stupid application ever the verification procedure is bloody stupid what sort of such delicious security needed why can not just send verification code to activate the account and that is the account what stupid nonsense asking friend to send temporary code stupid and lame,Jason Law,,
93706,76114,1,WeChat,,"['application', 'difficulty', 'detect', 'internet_connection']",2019-03-31,566754,the app has difficulties detecting my internet connection,3,the application has difficulty detecting my internet connection,Mike Lonas,,
93709,76117,1,WeChat,,"['fail', 'install', 'have', 'try', 'instal', 'several', 'time', 'keep', 'waste', 'internet', 'plan']",2019-03-31,566757,FAILED TO INSTALL..... I have tried installing several times just kept on wasting my internet plan,1,failed to install i have tried installing several time just kept on wasting my internet plan,A Google User,,
93710,76118,1,WeChat,,"['upgrade', 'bad', 'upgrade', 'getsometime', 'upgrade', 'stable', 'phone', 'always', 'jam', 'hang', 'time']",2019-03-31,566760,"The more upgrade, the worse it gets.Sometime it no stable with the phone...It always jammed when hang up time...",2,the more upgrade the worse the more upgrade getsometime the more upgrade no stable with the phone always jammed when hang up time,A Google User,,
93713,76121,1,WeChat,,"['bad', 'bad', 'bad', 'say', 'profile', 'be', 'block', 'tell', 'unblock', 'unblocking', 'profile', 'still', 'not', 'use', 'sign', 'account', 'say', 'mobile', 'be', 'link', 'account', 'not', 'register']",2019-03-31,566767,"Bad bad bad!!! They said my profile is blocked and tell me to unblock it.After unblocking, my profile still cant be use. And i sign up for another account, and they said my mobile is linked to another wechat account and cannot be registered again😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡",1,bad bad bad they said my profile is blocked and tell me to unblock after unblocking my profile still can not be use and i sign up for another account and they said my mobile is linked to another what account and can not be registered again,shu xuan tan,,
93714,76122,1,WeChat,,"['application', 'be', 'stupid', 'do', 'not', 'download', 'have', 'be', 'create', 'account', 'keep', 'block', 'account', 'have', 'stop', 'block', 'account', 'work']",2019-03-31,566768,"this app is so stupid, don't download. i have been creating an account, but they keep on blocking it. you have to stop blocking accounts. please work on that.",1,this application is so stupid do not download i have been creating an account but they keep on blocking an account you have to stop blocking account please work on that,A Google User,,
93715,76123,1,WeChat,,"['people_nearby', 'message', 'bottle', 'not', 'work', 'be', 'go', 'application', 'fix']",2019-03-31,566770,My people nearby and message in a bottle not working ! What's going on with this app ! ! Please fix it !,1,my people nearby and message in a bottle not working what is going on with this application please fix it,A Google User,,
93718,76126,1,WeChat,,"['bad', 'application', 'ever']",2019-03-31,566776,the worst app ever,1,the worst application ever,abdal-aziz al-harazi,,
93720,76128,1,WeChat,,"['login', 'doe', 'not', 'work', 'even_though', 'login', 'send', 'security', 'code', 'twice']",2019-03-31,566782,login doesn't work even though they sent me security code twice,1,login doe not work even though login sent me security code twice,A Google User,,
93723,76131,1,WeChat,,"['doe', 'not', 'show', 'notification', 'be', 'message', 'send', 'fix']",2019-03-31,566789,it does not show any notification when there is messages sent to me? How to fix it?,5,it doe not show any notification when there is message sent to me how to fix it,Wong EnEn,,
93729,76137,1,WeChat,,"['find', 'difficult', 'sign', 'update', 'new', 'version']",2019-03-31,566795,i found it defficult to sign up can you update the new version for me please?,5,i found it difficult to sign up can you update the new version for me please,A Google User,,
