index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
236639,219047,1,WeChat,,"['new', 'update', 'ruin', 'dpi', 'set', 'new', 'update', 'work', 'perfectly_fine', 'everything', 'look', 'big', 'changing', 'text', 'side', 'smallest', 'doe', 'not', 'help']",2019-05-29,475883,new update ruins dpi settings. it was working perfectly fine until 7.0.4. but now everything looks so big and changing text siye to the smallest doesn't help.,3,new update ruin dpi setting new update was working perfectly fine until but now everything look so big and changing text side to the smallest doe not help,Fenix Mhau,,
236640,219048,1,WeChat,,"['want', 'permission', 'access', 'photo', 'medium', 'file', 'device', 'agree', 'allow', 'use', 'datum', 'do', 'not', 'think', 'be', 'lot', 'permission', 'messaging', 'application', 'not', 'today', 'china', 'hawes', 'already', 'give', 'enough', 'datum', 'be']",2019-05-29,475884,"""WeChat wants permissions to access all your photos, media, and files on this device."" ""agree to allow WeChat to use all your data."" yeah sorry... i don't think so, that's a lot of permissions for a messaging app. Not today china, Huawei already gives you enough data as is.",1,what want permission to access all your photo medium and file on this device agree to allow what to use all your data yeah sorry i do not think so that is a lot of permission for a messaging application not today china hawes already give you enough data a is,nonstopfox,,
236641,219049,1,WeChat,,"['always', 'sign', 'automatically', 'unable', 'religion', 'be', 'do', 'not', 'know', 'aps', 'probably', 'not', 'safe']",2019-05-29,475885,always dign out automatically and unable to relogin which is i dont know why. This apps most probably not safe,1,always sign out automatically and unable to religion which is i do not know why this aps most probably not safe,Black Book,,
236645,219053,1,WeChat,,"['far', 'quite', 'good', 'aps', 'sticker', 'not', 'update', 'even', 'want', 'download', 'new', 'sticker', 'not', 'find']",2019-05-29,475895,so far quite good apps but those stickers not updated even wants to download new stickers cant found,4,so far quite good aps but those sticker not updated even want to download new sticker can not found,lily Lilychinhuingoh,,
236646,219054,1,WeChat,,"['receive', 'verification_code', 'phone', 'verification_code', 'keep', 'stare', 'phone', 'number', 'not', 'real']",2019-05-29,475897,received averification code from my phone it kept staring my phone number was not real..,1,received verification code from my phone verification code kept staring my phone number was not real,Myomimei Doordye,,
236647,219055,1,WeChat,,"['stupid', 'application', 'success', 'recover', 'reset', 'password', 'email', 'not', 'receive', 'email']",2019-05-29,475901,stupid app. success recover reset password via email but iam not receive any email,1,stupid application success recover reset password via email but am not receive any email,Muhammad Fatihuddin,,
236648,219056,1,WeChat,,"['profile', 'set', 'be', 'mess', 'could', 'not', 'get', 'second', 'part', 'security', 'set']",2019-05-29,475902,Profile set up is a mess. I couldn't get past the second part of the security set up.,1,profile set up is a mess i could not get past the second part of the security set up,Joe F.,,
236650,219058,1,WeChat,,"['use', 'application', 'error', 'login', 'not', 'good', 'bad', 'application', 'do', 'not', 'install', 'waste', 'time']",2019-05-29,475906,Use less app Error to login and not good bad app don't install and waste your time,1,use le application error to login and not good bad application do not install and waste your time,Shah Arshad,,
236653,219061,1,WeChat,,"['not', 'create', 'account', 'do', 'not', 'know', 'anybody', 'be', 'bad']",2019-05-25,475912,I cant create an account!! and i dont know anybody that has wechat!!this is the worse..,1,i can not create an account and i do not know anybody that has wechathis is the worse,It's Smile,,
236656,219064,1,WeChat,,"['always', 'show', 'open', 'account', 'hate', 'not', 'open', 'please', 'help']",2019-05-25,475916,"it always shows scan qr to open account why i hate it , i cant open it please help me",1,it always show scan qr to open account why i hate it i can not open it please help me,Joshua Peter,,
