tweet-id,timestamp,text,app_name,comment,margins
1129003842685657090,2019-05-16 12:41:06,Omg it’s so weird oh well at least since it’s happened to a few people they’ll be more likely to fix it? Idk feel less lonely here hahahha so many people having the same problem aw ,snapchat,oh my god its so weird oh well at least since its happened to a few people a few people be more likely to fix its i do not know feel le lonely here sahara so many people having the same problem aw,5.517921286940508e-05
1105905164379136000,2019-03-13 18:55:12,Error 2 earlier...Error 1 now...does this mean I’m NEXT in line??? ,facebook,error earliereror node this mean i next in line,0.0001231456881677917
1110451421659439105,2019-03-26 08:00:24,"@snapchatsupport hey there seems to be an issue with my snapchat with one of my contacts, there’s a delay in my message showing up in the chat when I sent it,and same when I open to read a reply.",snapchat,atuser hey there seems to be an issue with my snapshot with one of my contact there a delay in my message showing up in the chat when i sent a delay in my message showing up in the chatted same when i open to read a reply,0.00026215138930124615
1129722303451926529,2019-05-18 12:16:01,"Nice feature by Google Maps. You don't need to remember where you parked auto any longer, do you? Ah, ya... Multistore parking is still an issue. 
https://buff.ly/30npXOp ? #GoogleMaps #Parking #mapspic.twitter.com/83cam85GEY",google_map,nice feature by goole map you do not need to remember where you parked auto any longer do you ah ya multistorey parking is still an issue url goglemaps parking masur,0.0002683057103745612
1093224266365980672,2019-02-06 19:05:50,Here’s my new SnapChat again!  My user got messed up & they can’t fix it. I had to make a new one. Also too many dicks in the other one. Let’s not be or send those kay? You will be blocked & reported. Kay good talk Add me for some behind the scenes & going live fun  #twitchpic.twitter.com/zlEURUTzZW,snapchat,here my new snapshot again my user got messed up and my user can not fix my user i had to make a new one also too many dick in the other one let not be or send those kay you will be blocked and reported kay good talk add me for some behind the scene and going live fun twitchers,0.00042090398495842063
1122260324483313674,2019-04-27 22:04:46,"@facebook shouldn’t a person that has an account for 10 years be given more consideration? Where’s the customer support there? Frustrating theres no # to call either. I’m not posting firearms or threatening people, you're going after the wrong people!",facebook,atuser should a person that has an account for year be given more consideration where the customer support there frustrating there no to call either i arnot posting firearm or threatening people you are going after the wrong people,0.000503503217513912
1122260324483313674,2019-04-27 22:04:46,"@facebook shouldn’t a person that has an account for 10 years be given more consideration? Where’s the customer support there? Frustrating theres no # to call either. I’m not posting firearms or threatening people, you're going after the wrong people!",facebook,atuser should a person that has an account for year be given more consideration where the customer support there frustrating there no to call either i arnot posting firearm or threatening people you are going after the wrong people,0.000503503217513912
1098371010942943232,2019-02-20 23:57:10,"@snapchatsupport Y’all’s Screenshot mechanism keeps saying I’m taking two screenshots when I only take one lol. I’ve asked others and they told me the same thing is happening to them. Not a super issue, but it’s bothersome nonetheless.",snapchat,atuser pal screenshot mechanism keep saying i making two screenshots when i only take one laugh out loud i have asked others and others told me the same thing is happening to others not a super issue but its bothersome nonetheless,0.0005145138437909202
1128481373381992448,2019-05-15 02:05:00,"There are plenty of options for you to get your Andy fix. He's on Twitter, Instagram, and Snapchat at @AndyCarlsonShow, on Minds @andycarlson, and on Vero at AndyCarlsonShow. Yeah, he's everywhere. Just not Myspace.pic.twitter.com/xvbgR0byDj",snapchat,there are plenty of option for you to get your andy fix he is on twitter instagram and snapshot at atuser on mind atuser and on vero at andycarlsonshow yeah he is everywhere just not myspaceurl,0.0005433611143220163
1128827403504095232,2019-05-16 01:00:00,"There are plenty of options for you to get your Andy fix. He's on Twitter, Instagram, and Snapchat at @AndyCarlsonShow, on Minds @andycarlson, and on Vero at AndyCarlsonShow. Yeah, he's everywhere. Just not Myspace.pic.twitter.com/qVbNEPH40h",snapchat,there are plenty of option for you to get your andy fix he is on twitter instagram and snapshot at atuser on mind atuser and on vero at andycarlsonshow yeah he is everywhere just not myspaceurl,0.0005433611143220163
1121184792001650688,2019-04-24 22:50:59,@facebook I am sure that if the missing page belonged to the child a ministers or a president right away you will have put the page online and by the minute. Now as I am poor then you can not solve my problem if it is the case tell me,facebook,atuser i am sure that if the missing page belonged to the child a minister or a president right away you will have put the page online and by the minute now a i am poor then you can not solve my problem if my problem is the case tell me,0.000543935163755005
1121184792001650688,2019-04-24 22:50:59,@facebook I am sure that if the missing page belonged to the child a ministers or a president right away you will have put the page online and by the minute. Now as I am poor then you can not solve my problem if it is the case tell me,facebook,atuser i am sure that if the missing page belonged to the child a minister or a president right away you will have put the page online and by the minute now a i am poor then you can not solve my problem if my problem is the case tell me,0.000543935163755005
1095963131904512001,2019-02-14 08:29:07,"@facebook T&Cs, always Stalinian style. Not even a « please » or « we are sorry Marc did not let us any choice ». Issue is that probably one day or the other, more and more of us will choose the second option... must say that i am really tempted... pic.twitter.com/S4aRk5Sccz",facebook,atuser hand always stalinist style not even a please or we are sorry marc did not let we any choice issue is that probably one day or the other more and more of you will choose the second option must say that i am really tempted url,0.000603685555675415
1125874537575350272,2019-05-07 21:26:22,But this makes no sense as this isn’t giving feedback when issue isn’t listed. There isn’t anywhere to write  pic.twitter.com/Z6WWHcvA9I,snapchat,but this make no sense a this int giving feedback when issue int listed there int anywhere to write url,0.000615003295765193
1108129657277210625,2019-03-19 22:14:33,"Please help!!! Am hopelessly “Twitter Challenged”... add Tumblr, Facebook, Snapchat Instagram, etc, as well. Would love to be more part of groups but have no clue how!!! Anyone else have this problem? Or a solution?  Nicole",snapchat,please help am hopelessly twitter challenged add tumble face-on snapshot instagram etc a well would love to be more part of group but have no clue how anyone else have this problem or a solution nicole,0.0008911755968164514
1107962085772877829,2019-03-19 11:08:40,Does anyone else’s videos you send on snapchat fail then you go to retry sending them and they just delete ?????,snapchat,doe anyone el video you send on snapshot fail then you go to retry sending anyone and anyone just delete,0.0009009978140962493
1131928855235760128,2019-05-24 14:24:03,@Facebook take down the false @SpeakerPelosi video! Or you need to be broken up. https://twitter.com/jonswaine/status/1131910122962399233 …,facebook,atuser take down the false atuser video or you need to be broken up url,0.0009280761272907889
1106003967073488896,2019-03-14 01:27:48,@facebook  people as been having trouble with Facebook  I tried longing in and it said my account was temporarily Unavailable pic.twitter.com/UKvay3PJsM,facebook,atuser people a been having trouble with face-on i tried longing in and longing in said my account was temporarily unavailable url,0.0009489160252139084
1131550286118576128,2019-05-23 13:19:46,"@Snapchat I can't revise coz of you, please add a feature that stops me using it to distract myself thanks. Also, if I fail my alevels please give me a job ",snapchat,atuser i can not revise coz of you please add a feature that stop me using it to distract myself thanks also if i fail my level please give me a job,0.0009740095199473608
1127570398118203392,2019-05-12 13:45:06,"@googlemaps @Dev_Fadnavis @PuneCityTraffic 

Today near to laxmi road Bridge there were some traffic police officer looted me with 200 Indian rupee.
They said me I came from a wrong way although I had Google map in my hand I showed them and they said it's not their problem.",google_map,atuser atuser atuser today near to taxi road bridge there were some traffic police officer looted me with indian rupee some traffic police officer looted me with indian rupee said me i came from a wrong way although i had goole map in my hand i showed some traffic police officer looted me with indian rupee and some traffic police officer looted me with indian rupee said it is not some traffic police officer looted me with indian rupee problem,0.0010949517509787898
1109483535386271744,2019-03-23 15:54:22,"@amazon @AmazonUK @AmazonHelp 

lmao I've never got this notification before wth not even when snapchat was crashing my phone daily... you guys gotta make your app work and not crash everytime i do something -_-

*sorry if this is in ur timeline i just want them to know its shit* pic.twitter.com/RbytUIIN5b",snapchat,atuser atuser atuser laugh my as off i have never got this notification before wth not even when snapshot was crashing my phone daily you guy got ta make your application work and not crash everytime i do something sorry if this is in you are time-line i just want this is in you to know this is in you shit url,0.001389564063923654
