index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
197182,179590,1,Google,,"['last', 'update', 'not', 'use', 'goole_assistant', 'handsome']",2019-05-30,549988,whith the last update I can't use the google assistant handsfree...,1,with the last update i can not use the goole assistant handsome,Eddy Joel Guzmeli Polanco,,
197183,179591,1,Google,,"['application', 'be', 'get', 'crash', 'repeatedly', 'goole', 'developer', 'look', 'matter', 'take', 'corrective', 'action', 'accordingly']",2019-05-30,549993,The app is getting crashed down repeatedly.. Google developers please look into the matter and take corrective actions accordingly...,1,the application is getting crashed down repeatedly goole developer please look into the matter and take corrective action accordingly,Pravin Indurkar,,
197186,179594,1,Google,,"['last', 'week', 'unable', 'update', 'aps', 'aps', 'not', 'work']",2019-05-30,550006,since last few weeks m unable to update the apps. its not working.,1,since last few week m unable to update the aps the aps not working,Ashima Tomar,,
197188,179596,1,Google,,"['whenever', 'try', 'use', 'routine', 'go', 'work', 'home', 'goole', 'follow', 'instruction', 'time', 'goole', 'wish', 'safe', 'travel', 'interrupt', 'loading', 'navigation', 'goole', 'doe', 'open', 'map', 'fix', 'really', 'routine', 'function', 'goole', 'pain', 'goole', 'work', 'half', 'time']",2019-05-30,550013,"whenever i try to use routines to go to work or home, google will follow the instructions half the time, the other half, it will wish me safe travels which then interupts the loading of navigation, so it doesnt open maps please fix this, i really like the routines function, but its a pain when it only works half the time",1,whenever i try to use routine to go to work or home goole will follow the instruction half the time the other half goole will wish me safe travel which then interrupt the loading of navigation so goole doe open map please fix this i really like the routine function but goole a pain when goole only work half the time,Oliver Ogden,,
197191,179599,1,Google,,"['goole_assistant', 'application', 'suck', 'still', 'not', 'delete', 'goole_assistant', 'application']",2019-05-30,550033,"google assistant app sucks ass, I still cant delete it....",1,goole assistant application suck as i still can not delete goole assistant application,Stephan Gronau,,
197194,179602,1,Google,,"['slow', 'watch', 'video']",2019-05-30,550038,it won5 slow me to watch videos,1,it won slow me to watch video,Emily Clark,,
197208,179616,1,Google,,"['voice', 'control', 'doe', 'not', 'work', 'update', 'ago', 'voice', 'control', 'switch', 'voice', 'control', 'not', 'switch', 'voice', 'control', 'back', 'doe', 'not', 'react', 'goole', 'tap', 'mic', 'icon', 'cause', 'application', 'crash', 'goole', 'map', 'uninstale', 'update', 'work', 'instal', 'crash', 'avery', 'time', 'absolutely', 'horrible']",2019-05-30,550082,"Voice control doesn't work since three updates ago. It switched off by itself and I can't switch it back on. Doesn't react to ""OK Google"". Tapping the mic icon causes the app to crash - Google and Maps. Uninstalled updates and it works, reinstalled and crashes avery time again. Absolutely horrible!",1,voice control doe not work since three update ago voice control switched off by voice control and i can not switch voice control back on doe not react to ok goole tapping the mic icon cause the application to crash goole and map uninstaled update and it work installed and crash avery time again absolutely horrible,Tom,,
197210,179618,1,Google,,"['default', 'weather', 'disappear', 'home_screen', 'pixel', 'phone', 'disappoint', 'goole', 'something', 'tell', 'phone', 'do', 'not', 'have', 'weather', 'disappear', 'day', 'brand', 'new', 'phone']",2019-05-30,550086,"causes the default weather to disappear on the home screen of pixel phones, disappointing Google, something tells me iPhones don't have the weather disappear every other day on a brand new phone?",1,cause the default weather to disappear on the home screen of pixel phone disappointing goole something tell me phone do not have the weather disappear every other day on a brand new phone,jUSTIN nOPE,,
197217,179625,1,Google,,"['make', 'phone', 'slow', 'want', 'revert', 'back', 'previous_version']",2019-05-30,550100,Makes your phone very slow. Want to revert back to the previous version,1,make your phone very slow want to revert back to the previous version,Kalim Khan,,
197224,179632,1,Google,,"['delete', 'number', 'phone', 'driving', 'try', 'call', 'person', 'goole', 'keep', 'ask', 'mobile', 'work', 'say', 'mobile', 'goole', 'doe', 'get', 'be', 'goole', 'still', 'use', 'delete', 'number']",2019-05-30,550123,i deleted a number from my phone but when im driving and try to call the person google keeps asking me mobile or work than when i say mobile it doesnt get that and why is it still using a deleted number,1,i deleted a number from my phone but when i driving and try to call the person goole keep asking me mobile or work than when i say mobile goole doe get that and why is goole still using a deleted number,Jasmine Gary,,
