,tweet-id,timestamp,likes,replies,retweets,text
2203,1125614809205153794,2019-05-07 04:14:18,0,0,0,snapshot really need fix shit watching snap
2204,1125613238660386819,2019-05-07 04:08:03,0,2,0,wheal got hour fix story gon na problem
2205,1125610714758955008,2019-05-07 03:58:01,1,1,0,getting snapshot cris singing never fail give butterfly
2206,1125605597003616257,2019-05-07 03:37:41,1,0,0,agent anything help gosh frustrating
2207,1125604144134393856,2019-05-07 03:31:55,15,3,0,heard also tagged location home snapshot never wanted fight someone bad life never
2208,1125603908284493824,2019-05-07 03:30:59,0,0,2,team snapshot fix glitch something everyone getting locked reason fix work soon possible losing many people
2209,1125603583318274048,2019-05-07 03:29:41,6,2,1,hate snapshot haunt updated better quality take picture xr every ti are open application face camera so zoomed grainy anyone else problem
2210,1125596738117611520,2019-05-07 03:02:29,0,0,0,fix glitch ya got keep watching story
2211,1125594219995963393,2019-05-07 02:52:29,0,1,0,know guy best behind screen ever able use flashback feature never show anymore like fix making back burner
2212,1125594006325465088,2019-05-07 02:51:38,2,0,0,keep forgetting block family seeing snapshot story bad child whoop
2213,1125591874125881344,2019-05-07 02:43:09,0,0,0,broke delete snapshot phone space afford big space sd card rn
2214,1125589844233732096,2019-05-07 02:35:05,12,0,0,sick n tired watch people entire snapshot story every ti are post something new ion like bug
2215,1125588304894803968,2019-05-07 02:28:58,2,2,0,anyone know fix problem snapshot zooming face xr trash miss
2216,1125587814475870216,2019-05-07 02:27:02,2,0,0,going fix snapshot
2217,1125587345015812096,2019-05-07 02:25:10,0,1,0,thanks please reach u select account login see error message log select yes submit support ticket member team get back via email soon possible
2218,1125584777778737152,2019-05-07 02:14:58,0,1,0,snapshot switching really badly ill answer snap glitch application snap back unopened friend story also disappear
2219,1125584336324055041,2019-05-07 02:13:12,0,1,0,dm issue really need resolved soon possible
2220,1125582207341539328,2019-05-07 02:04:45,0,0,0,see cousin story dinner ti are going waterford fix
2221,1125581800313708549,2019-05-07 02:03:08,0,1,0,see bad message public registration see account temporarily suspended tried open site try open account think permanently suspended pictwitercomamkytk
2222,1125581669371731970,2019-05-07 02:02:36,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2223,1125581021158825984,2019-05-07 02:00:02,12,1,16,snapshot really blacked update got watching people story n need fix soon possible
2224,1125579584769011712,2019-05-07 01:54:19,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2225,1125576851328573440,2019-05-07 01:43:28,0,0,0,still trouble let login account
2226,1125573787204898816,2019-05-07 01:31:17,1,0,0,hey sorry hear trouble memory please send u dm detail issue
2227,1125571941597941762,2019-05-07 01:23:57,2,0,0,fella acquired goth girl bang septum piercing snapshot couldnt happier excited get heart broken
2228,1125570837531308033,2019-05-07 01:19:34,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2229,1125570326853767171,2019-05-07 01:17:32,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2230,1125567106261704704,2019-05-07 01:04:44,0,1,0,emmet know hard find food truck online paint got instagram snapshot twitter trying fail tech took second realize parse question
2231,1125566819303968768,2019-05-07 01:03:36,0,1,0,friend issue story keep replaying update fix soon annoying hell outa
2232,1125565385028321286,2019-05-07 00:57:54,0,0,0,problem team see many people get locked reason
2233,1125564398209204224,2019-05-07 00:53:59,1,0,0,sick tired watching snap ya need fix fucking shit
2234,1125563350589562881,2019-05-07 00:49:49,0,0,0,submitting ticket give u info case help u investigate issue team get back via email quickly possible thanks patience
2235,1125562740163190789,2019-05-07 00:47:23,0,0,0,ever get glitch ops something went wrong message snapshot black screen bug like supposed see
2236,1125562470989320193,2019-05-07 00:46:19,16,0,1,snapshot fix shit already watched story want watch
2237,1125561816917184513,2019-05-07 00:43:43,0,0,0,hello account locked temporary one broke rule checked unlock saying permanently something really wrong havent use third party rule saying even spam something please help please
2238,1125555024619347971,2019-05-07 00:16:44,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2239,1125551733617373184,2019-05-07 00:03:39,0,0,0,snapshot need fix right
2240,1126637012671442944,2019-05-09 23:56:10,0,1,0,well need look head select option match issue able enter detail experiencing submit ticket end form
2241,1126635712583995393,2019-05-09 23:51:00,0,1,0,reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2242,1126634984914214913,2019-05-09 23:48:06,0,0,0,havent done anything fix big application good support team
2243,1126628799070834690,2019-05-09 23:23:32,3,0,0,there glitch snapshot keep playing audio talking dog every are open application call good boy
2244,1126627072540123136,2019-05-09 23:16:40,0,0,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2245,1126619983641845760,2019-05-09 22:48:30,0,1,0,need fix
2246,1126613112227020801,2019-05-09 22:21:12,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2247,1126612247097294848,2019-05-09 22:17:45,2,0,1,anonymous question option snapshot made literally dude tell girl sexy bad want get pant
2248,1126611747392167937,2019-05-09 22:15:46,0,0,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2249,1126608191943528448,2019-05-09 22:01:38,0,1,0,see error message attempting login please reach u select account login see error message log select yes submit support ticket
2250,1126606574385020929,2019-05-09 21:55:13,0,1,0,hey jamie reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2251,1126602878578253824,2019-05-09 21:40:32,11,2,0,snapshot gotten bad started ruin twitter well antisnapchat sweet
2252,1126602321859883012,2019-05-09 21:38:19,77,2,1,friend always use skit putting snapshot video samsung phone never knew problem got phone watched someone story samsung truely say sorry to
2253,1126600057082585089,2019-05-09 21:29:19,7,0,0,snapshot got filter make look like bad bitch next season catfish really bout go crazy
2254,1126597210144219140,2019-05-09 21:18:00,6,0,3,si similarly bad exp driver drove secluded area stopped car said car locked sat min pretending call someone actually snapshot told hi open door got booked another best scary
2255,1126595913693241349,2019-05-09 21:12:51,5,0,0,quick question snapshot thing actually anonymous imagine writing something realize glitch see name
2256,1126593670256439296,2019-05-09 21:03:56,2,1,0,go freaking anonymous message snapshot story fixing delete application
2257,1126593182467334150,2019-05-09 21:02:00,0,5,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2258,1126593088674308101,2019-05-09 21:01:38,1,1,0,great help meme going fix everything
2259,1126591664741466112,2019-05-09 20:55:58,2,0,0,people talk enough one bad snapshot update caused entire population switch instagram story never look back
2280,1126589971597602816,2019-05-09 20:49:14,9,0,1,putting anonymous question shite snapshot story bad enough fucking replying one mate
2281,1126589294007787523,2019-05-09 20:46:33,0,1,0,touch application press launch safe mode ensures substrate grin tweak theme don extension cause trouble io system tweak disabled phone boot safe mode according goole
2282,1126588079291211778,2019-05-09 20:41:43,1,2,0,would able log back account pad phone issue phone
2283,1126586460772159488,2019-05-09 20:35:17,2,1,0,sure snapshot really get see boob problem twitter like nor enjoy listen going pay
2284,1126582813103312896,2019-05-09 20:20:48,11,4,0,internet bad open anything snapshot failed check like three day couple week ago someone sent chain video nothing load ruralifepictwitercomitshsjx
2285,1126579233684434945,2019-05-09 20:06:34,0,0,0,yes yes slept thursday last week went breakfast friday good left made plan maybe come saturday fix car window saturday come never came cool sent snapshot havent heard hi since
2286,1126578680711528449,2019-05-09 20:04:22,0,0,0,release folder try fix application copypasta snapshot messenger
2287,1126575706018918402,2019-05-09 19:52:33,0,1,0,wonder someone send snap streak still die think notification something streak end fix shit
2288,1126575335045308416,2019-05-09 19:51:05,1,0,0,thought ask question bad enough instal put snapshot
2289,1126574797088018432,2019-05-09 19:48:57,3,2,1,matter bad life get never get people post anonymous comment snapshot
2290,1126570614666477568,2019-05-09 19:32:19,2,0,0,people using anonymous snapshot thing nasty your gon na horrible say chest
2291,1126567545492914177,2019-05-09 19:20:08,0,0,0,able delete snap sent error destroy life
2292,1126566409629310981,2019-05-09 19:15:37,2,0,0,hey added dude met last week snapshot well posted hi trying fix prolapsed uterus cow work yah
2293,1126564290419359746,2019-05-09 19:07:12,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2294,1126563340023521280,2019-05-09 19:03:25,1,0,0,sort pithy reply come mind truth problem native country part fully speed part still back middle age phone snapshot notwithstanding
2295,1126562949026451456,2019-05-09 19:01:52,1,0,0,honestly sad feel bad go much b hi glad she coming talking one ever put relationship like heart go victim am snapshot situation
2296,1126561189667004419,2019-05-09 18:54:52,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2297,1126558066898546689,2019-05-09 18:42:28,0,1,0,hey reason account could locked learn team snapshot unable unlock account ti are seeing generic login error message check link
2298,1126556609533108225,2019-05-09 18:36:40,6,0,0,snapshot decided perfect ti are crash every are open great
2299,1126555597195960325,2019-05-09 18:32:39,0,0,0,girl saw whole snapshot story always explain try clear every single rumour problem someone start online know whats true whats screw deserve attention
2300,1126551890395914240,2019-05-09 18:17:55,0,0,0,trying light candle snapshot story bad
2301,1126547824936738818,2019-05-09 18:01:46,0,1,0,hey bought phone x max try make self seems like camera zoomed zomatuser fix since really annoying
2302,1126547750890426370,2019-05-09 18:01:28,0,1,1,asking trouble filter busy enough already made predator use exploit child exposingexploitation opchildsafety d opdeatheaters arielsarmy
2303,1126535899330822146,2019-05-09 17:14:23,1,0,0,i know question ting snapshot question going get trouble
2304,1126535590000975872,2019-05-09 17:13:09,0,0,0,snapshot may actually made smart play adding curious cat thing still need fix thier advertising though
2305,1126535232000282625,2019-05-09 17:11:43,5,3,0,just the duma stupidest thing accidentally sent crush snapshot pic caption broke record went today bathroom ti ames wasnt friend sick want die
2306,1126534436517023746,2019-05-09 17:08:34,2,1,0,yeah seems like tumble snapshot account specifically fan send hi nude even seem secretive like really get kind stuff fly radar cheatingabuse bad go past strange
2307,1126534217238765568,2019-05-09 17:07:42,4,2,1,quickly realized posting done semester snapshot mistake come new excuse hang people dodging
2308,1126533652370710528,2019-05-09 17:05:27,0,1,0,happens data connection also noticed recently receive snapshot video video play second freeze therefore never get see friend sending sure also related
2309,1126532964139950081,2019-05-09 17:02:43,7,0,0,woke morning scroll snapshot story seeing story harry people making hi bad guy like always really piss cause thats learntherealhary
2310,1126531518350995456,2019-05-09 16:56:58,2,0,2,brush instagram bad enough anonymous question snapshot like fuck life
2311,1126530170272264194,2019-05-09 16:51:37,0,1,0,watch people story post story post fit screen entirely like take whole screen like used please fix
2312,1126528508824449030,2019-05-09 16:45:01,12,3,3,ian accompanied ian lifeguard job one day wanted get photo ian ian doe want pic anyone he bad mood ian take photo anyway since find angry ian hilarious oc art beach snapshot pictwitercombtozsme
2313,1126526622146936833,2019-05-09 16:37:31,0,0,0,hi ti are able provide support english issue experiencing
2314,1126526387618234368,2019-05-09 16:36:35,2,0,0,fucking hell wasnt bad ask question instal come snapshot
2315,1126522416958705665,2019-05-09 16:20:48,1,2,0,makeup destruction make mad product disposable non reusable waste makeup contributing trash problem stupid snapshot
2316,1126522012480880640,2019-05-09 16:19:12,4,2,0,considering remaking snapshot get dead name b fix bitmoji c delete people talked like four year
2317,1126520871340859394,2019-05-09 16:14:40,4,2,0,yr old niece broke boyfriend found sending dick pic another girl via snapshot told behavior change adult
