index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
41576,23984,1,Google_Music,,"['get', 'subscription', 'yesterday', 'not', 'stream', 'online', 'music', 'always', 'get', 'error', 'not', 'start', 'radio', 'unable', 'connect', 'even', 'connect', 'wife', 'mobile', 'datum', 'get', 'error', 'error', 'work', 'better', 'get', 'subscription', 'error', 'be', 'not', 'work']",2019-03-27,267165,"I got my subscriotion yesterday and i cant stream any online music. I 
always get the error cant start radio; unable to connect, even when i am 
connected via my wifi or mobile data i get the same error. It should work 
better after getting subscription, but it isn't working at all",4,i got my subscription yesterday and i can not stream any online music i always get the error can not start radio unable to connect even when i am connected via my wife or mobile data i get the same error the same error should work better after getting subscription but the same error is not working at all,ullekh bodhanker,,
41589,23997,1,Google_Music,,"['really', 'great', 'music', 'buy', 'goole', 'however', 'know', 'be', 'never', 'case', 'third_party', 'album', 'love', 'bug', 'lose', 'cover', 'art', 'splitting', 'multiple', 'album', 'not', 'find', 'music', 'move', 'pc', 'phone', 'music_player', 'show', 'music', 'not', 'lot', 'extra', 'feature', 'make', 'music_player', 'hassle', 'use', 'want', 'simple', 'music_player', 'goole', 'pixel', 'not', 'clunky', 'piece', 'trash', 'stream', 'servicemusic', 'player']",2019-03-28,267190,"Really great if all of your music was bought with Google. However, we all know that's never the case... Third-party albums love to bug out, losing cover art and splitting into multiple albums. Can't find my music that I moved from my PC onto my phone. Other music players show my music, why not this one? Lots of extra features that make this music player a hassle to use. Just wanted a simple music player on my Google Pixel 2, not a clunky piece of trash streaming service/music player.",1,really great if all of your music was bought with goole however we all know that is never the case third-party album love to bug out losing cover art and splitting into multiple album can not find my music that i moved from my pc onto my phone other music player show my music why not this one lot of extra feature that make this music player a hassle to use just wanted a simple music player on my goole pixel not a clunky piece of trash streaming servicemusic player,CptNoHands,,
41612,24020,1,Google_Music,,"['not', 'load', 'music']",2019-03-28,267216,we can't down load music,1,we can not down load music,A Google User,,
41615,24023,1,Google_Music,,"['equaliser', 'disappear', 'android', 'update', 'nokia']",2019-03-28,267230,the equaliser has disappeared after Android 9 update on my Nokia 5,2,the equaliser has disappeared after android update on my nokia,Kurhula Nodel,,
41618,24026,1,Google_Music,,"['never', 'could', 'get', 'application', 'play', 'song', 'cancel', 'application']",2019-03-24,267240,i never could get this app up to play my song. so I just canceled the app.,1,i never could get this application up to play my song so i just cancelled this application,FLORENCE DORRIS,,
41621,24029,1,Google_Music,,"['use', 'tablet', 'phone', 'not', 'change', 'storage', 'tablet', 'go', 'holiday', 'doe', 'not', 'mobile', 'datum', 'day', 'purchase', 'song', 'application', 'unplayable', 'download', 'play', 'online']",2019-03-24,267246,I used this on my tablet and phone. I can't change the storage on my tablet. I went holiday and doesn't mobile data or for just four days. And all my purchased songs on this application unplayable. When I download it all. So I can play it when I'm offfline.,3,i used this on my tablet and phone i can not change the storage on my tablet i went holiday and doe not mobile data or for just four day and all my purchased song on this application unplayable when i download it all so i can play it when i am online,A. Manicao,,
41623,24031,1,Google_Music,,"['version', 'not', 'powerful', 'device']",2019-03-24,267252,this version not powerfull in my device,1,this version not powerful in my device,imam budy,,
41624,24032,1,Google_Music,,"['not', 'be', 'update', 'year', 'lame']",2019-03-24,267253,Has not been updated at all for years. Lame.,1,has not been updated at all for year lame,A Google User,,
41633,24041,1,Google_Music,,"['use', 'specify', 'have', 'interest', 'bloatware', 'even', 'uninstale', 'specify', 'doe', 'not', 'really', 'remove', 'specify']",2019-03-28,267283,i use Spotify and have no interest in this bloatware but even uninstalling it doesn't really remove it.,1,i use specify and have no interest in this bloatware but even uninstaling specify doe not really remove specify,Daniel Downey,,
41634,24042,1,Google_Music,,"['song', 'stop', 'second', 'actually', 'end', 'be', 'face', 'issue', 'moto', 'power', 'lately', 'do', 'something', 'fix', 'be', 'use', 'application', 'year']",2019-03-28,267290,Every song stops 2-3 seconds before it actually ends. Been facing this issue in my MOTO power one lately. Please do something to fix this. Been using the app for three years now.,4,every song stop second before it actually end been facing this issue in my moto power one lately please do something to fix this been using the application for three year now,Vaishakh Jayakumar,,
