index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13
238169,220577,1,Whatsapp,,"['be', 'not', 'even', 'instal', 'phone']",2019-05-21,112336,It's not even installed in my phone,1,it is not even installed in my phone,A Google User,,
238209,220617,1,Whatsapp,,"['sticker', 'bad', 'see', 'hike', 'ask']",2019-05-14,112476,"stickers are very bad, see hike apk",1,sticker are very bad see hike ask,Sagar,,
238214,220622,1,Whatsapp,,"['be', 'hack', 'day', 'ago', 'accord', 'global', 'news', 'outlet', 'nothing', 'be', 'issue', 'developer', 'not', 'even', 'single', 'word', 'amateurish', 'indeed', 'seriously', 'think', 'uninstale']",2019-05-14,112499,Whatsup has been hacked few days ago according to global news outlets but nothing has been issued from the developer. Not even a single word. Very amateurish indeed and I'm seriously thinking of Uninstalling it once and for all.,1,whatsit has been hacked few day ago according to global news outlet but nothing has been issued from the developer not even a single word very amateurish indeed and i am seriously thinking of uninstaling it once and for all,Koffee Mug,,
238220,220628,1,Whatsapp,,"['change', 'emosi', 'back', 'old', 'make', 'emosi', 'phone', 'be', 'emosi', 'be', 'really', 'ugly', 'prefer', 'old']",2019-05-14,112508,please change the emoji back to the old one or make it like iPhone's emoji it's really ugly and I prefer the old one,1,please change the emosi back to the old one or make the emosi like phone is emosi it is really ugly and i prefer the old one,Hazor LOL,,
238232,220640,1,Whatsapp,,"['doe', 'want', 'post', 'status']",2019-05-14,112542,it doesnt wanna post some of my statuses,1,it doe want to post some of my status,Otsile Letlotlo,,
238236,220644,1,Whatsapp,,"['really', 'work', 'worldwide', 'call', 'update', 'large', 'many', 'new', 'update', 'doe', 'not', 'give', 'option', 'not', 'share', 'information', 'face']",2019-05-14,112549,"It really works worldwide on calls, but updates are too large and to many. The new update does not give the option to not share your information with Facebook.",4,it really work worldwide on call but update are too large and to many the new update doe not give the option to not share your information with face-on,A Google User,,
238243,220651,1,Whatsapp,,"['do', 'not', 'know', 'be', 'long', 'have', 'not', 'update', 'thank']",2019-05-14,112558,i dont know what is rong my whatsapp have not be update thanks,2,i do not know what is long my whatsit have not be update thanks,A Google User,,
238253,220661,1,Whatsapp,,"['great', 'application', 'do', 'change', 'delete', 'everyone', 'option', 'update', 'try', 'delete', 'post', 'post', 'let', 'delete']",2019-05-14,112575,Great app but did you change the delete for everyone option with the update? Im trying to delete a post and it only lets me delete for myself.,4,great application but did you change the delete for everyone option with the update i trying to delete a post and a post only let me delete for myself,Brandis Belser,,
238258,220666,1,Whatsapp,,"['tired', 'have', 'update', 'constantly', 'application', 'seem', 'always', 'hack']",2019-05-14,112595,I'm just tired of having to update constantly because the app seems to always be hacked.,1,i am just tired of having to update constantly because the application seems to always be hacked,Ralphy Firebird,,
238261,220669,1,Whatsapp,,"['update', 'have', 'not', 'be', 'get', 'mesagesyet', 'delete', 'download', 'new', 'version', 'delay', 'register', 'update', 'stop', 'point', 'verify', 'mobile', 'number', 'need', 'connected', 'back', 'business', 'be', 'online']",2019-05-14,112601,after the update i havent been getting messages...Yet i deleted to download a new version same delaying in registering as it stops at the point of me verifying my mobile number...I need to b connected back because my business is online,1,after the update i havent been getting mesagesyet i deleted to download a new version same delaying in registering a the update stop at the point of me verifying my mobile number need to b connected back because my business is online,Esther Ashaolu,,
238265,220673,1,Whatsapp,,"['sometimes', 'not', 'load', 'status']",2019-05-14,112615,sometimes i cant load status,3,sometimes i can not load status,Prince Pandey,,
238267,220675,1,Whatsapp,,"['think', 'last', 'see', 'set', 'change', 'do', 'not', 'want', 'show', 'last', 'see', 'contact', 'need', 'specify', 'contact', 'select', 'work']",2019-05-14,112626,I think last seen settings should be changed..i dont want show my last seen all my contact so I need some specify contact that i select ...So Plz work on it..PLEASE,1,i think last seen setting should be changed do not want show my last seen all my contact so i need some specify contact that i select so please work on please,Shusmita Mukherjee,,
238270,220678,1,Whatsapp,,"['horrible', 'aconsejaria', 'sadie', 'descargue', 'install', 'su', 'pendero', 'lora', 'oftener', 'number', 'le', 'vale', 'para', 'roar', 'cantione', 'conversation', 'general', 'segura', 'cualquier', 'radio', 'suede', 'estate', 'video', 'agora', 'miso', 'una', 'porqueria']",2019-05-14,112640,"HORRIBLE, no aconsejaria a nadie que la descargue ni la instale en su celular,cualquier pendejo(a) si logra obtener tu numero, ya le vale para robar tus canciones , conversaciones y en general no es segura, cualquier sadico puede estarte viendo ahora mismo. Es una porqueria",1,horrible no aconsejaria a sadie que la descargue ni la install en su celularcualquier pendero si lora oftener tu number ya le vale para roar u cantiones conversation why en general no e segura cualquier radio suede estate video agora miso e una porqueria,Javier Alvarado,,
238273,220681,1,Whatsapp,,"['update', 'slow', 'weymouth', 'be', 'something', 'update', 'fill', 'cache', 'cache', 'destroy', 'space', 'ram', 'ruin', 'aim', 'have', 'ap']",2019-05-14,112651,"The updates are slow and every week/month there is something. These updates fill up my cache, it destroys the space on the ram and ruins the aim of having apps.",1,the update are slow and every weymouth there is something the update fill up my cache my cache destroys the space on the ram and ruin the aim of having aps,A Google User,,
238281,220689,1,Whatsapp,,"['not', 'use', 'sticker', 'update']",2019-05-14,112670,I can't use sticker for this update,5,i can not use sticker for this update,Arshad Ibrahim,,
238284,220692,1,Whatsapp,,"['delete', 'everyone', 'doe', 'not', 'work', 'minute']",2019-05-14,112675,Delete for everyone does not work within 7 minutes,1,delete for everyone doe not work within minute,A Google User,,
238300,220708,1,Whatsapp,,"['try', 'install', 'day', 'number', 'verification', 'try', 'write', 'name', 'say', 'connection', 'problem', 'something', 'dat', 'try', 'instal', 'lot', 'time', 'write', 'review', 'first', 'having_trouble', 'year', 'do', 'something', 'annoying']",2019-05-14,112725,when i am trying to install for 2 day after number verification and trying to write my name its say connection problem something like dat i try reinstalling lots of time and here i am writing review its the first am having trouble all these years plz do something its annoying me,1,when i am trying to install for day after number verification and trying to write my name its say connection problem something like dat i try installing lot of time and here i am writing review its the first am having trouble all these year please do something its annoying me,Kelene Hill,,
238307,220715,1,Whatsapp,,"['nowadays', 'get', 'hack', 'resolve', 'issue']",2019-05-14,112737,Nowadays WhatsApp are getting hacked Please resolve this issue,1,nowadays whatsit are getting hacked please resolve this issue,Gaurav Singh,,
238334,220742,1,Whatsapp,,"['set', 'relate', 'notification', 'control', 'work', 'fine', 'phone', 'get', 'upgrade', 'android', 'update', 'android', 'notification', 'set', 'doe', 'not', 'seem', 'work', 'whenever', 'set', 'low', 'priority', 'notification', 'phone', 'setting', 'get', 'automatically', 'change', 'high_priority', 'next', 'incoming', 'message', 'happen', 'watson', 'aps', 'work', 'fine', 'could', 'look', 'soon_possible', 'fix']",2019-05-14,112849,"All the setting related to notification control was working fine until my phone got upgraded to Android O, but after updating it to Android O, notification settings doesn't seem to work. Whenever I set as low priority for the notification in the phone settings, it gets automatically changed to high priority for the next incoming message. This happens only with watsapp and all the other apps work fine. Could you look into this asap and fix it?",3,all the setting related to notification control was working fine until my phone got upgraded to android o but after updating it to android o notification setting doe not seem to work whenever i set a low priority for the notification in the phone setting it get automatically changed to high priority for the next incoming message this happens only with watson and all the other aps work fine could you look into this a soon a possible and fix this,Charles Augustin,,
238337,220745,1,Whatsapp,,"['previously', 'someone', 'remove', 'someone', 'profile', 'picture', 'someone', 'pic', 'be', 'save', 'contact', 'place', 'someone', 'pic', 'contact', 'appear', 'update', 'be', 'not', 'happen', 'pls', 'fix']",2019-05-14,112855,previously if someone remove its profile picture and his pic is saved in my contacts then at the place of his dp...the pic which was in my contacts appears but after the update it is not happening.... plss plss fix it...,4,previously if someone remove someone profile picture and someone pic is saved in my contact then at the place of someone the pic which was in my contact appears but after the update it is not happening pls pls fix it,A Google User,,
238346,220754,1,Whatsapp,,"['suddenly', 'not', 'work', 'show', 'have', 'be', 'ban', 'watson', 'have', 'violate', 'rule', 'know', 'rule', 'give', 'term', 'condition', 'use', 'be', 'happen', 'happen', 'friend']",2019-05-14,112888,Hello Whatsap Why my whatsap are suddenly not working and showing some ussues like i have been ban from watsap as i have violated ruless....As per i know no rules are given in terms and conditions to use whatsap ...So why is this happening since 2...to 3 times....even it happens in my friends whatsap too😤😤😤,5,hello whatsit why my whatsit are suddenly not working and showing some us like i have been ban from watson a i have violated rule per i know no rule are given in term and condition to use whatsit so why is this happening since to timeseven it happens in my friend whatsit too,Mighty Abuu,,
238352,220760,1,Whatsapp,,"['not', 'send', 'mug', 'people', 'seem', 'live', 'afghanistan', 'not', 'update', 'long', 'video', 'not', 'even', 'send', 'long', 'video']",2019-05-14,112906,we can not send msgs to more than five people. it seems as if we live in Afghanistan. we can not update longer video. i can't even send long videos.,2,we can not send mug to more than five people it seems a if we live in afghanistan we can not update longer video i can not even send long video,Vimal Kumar,,
238354,220762,1,Whatsapp,,"['hate', 'update', 'stupid']",2019-05-14,112910,HATE... THIS UPDATE STUPID.🖕🖕🖕🖕,1,hate this update stupid,nouman maqsood,,
238359,220767,1,Whatsapp,,"['unable', 'download', 'application']",2019-05-14,112923,unable to download app.,1,unable to download application,amanda cloete,,
238361,220769,1,Whatsapp,,"['do', 'last', 'update', 'always', 'get', 'message', 'have', 'deinstall', 'be', 'annoy', 'be', 'not', 'solve', 'would', 'have', 'search', 'communication', 'application']",2019-05-14,112930,"I'm done with WhatsApp..... From the last three updates... I always get this message that I have to reinstall this.. It is sooo annoying.... If this isn't solved ,I would have to search for another communication app.",3,i am done with whatsit from the last three update i always get this message that i have to deinstall this it is so annoying if this is not solved i would have to search for another communication application,Hisham Salik,,
238372,220780,1,Whatsapp,,"['not', 'share', 'document']",2019-05-14,112967,we can not share documents,4,we can not share document,Arian Farzam,,
238385,220793,1,Whatsapp,,"['doe', 'not', 'work', 'wife', 'planet', 'send', 'receive', 'have', 'disable', 'wife', 'enable', 'mobile', 'datum']",2019-05-14,112986,"Does not work with my wi-fi (Plusnet). To send or receive, l have to disable wi-fi and enable mobile data.",1,doe not work with my wife planet to send or receive l have to disable wife and enable mobile data,A Google User,,
238395,220803,1,Whatsapp,,"['not', 'safe', 'be', 'hack', 'apart', 'arise', 'call', 'message', 'meeting', 'alert', 'call', 'make']",2019-05-14,113024,not safe if its been hacked apart from that im missing calls and messages im getting alerted to calls that were made up to a week ago,1,not safe if its been hacked apart from that i arising call and message i meeting alerted to call that were made up to a week ago,Philip McCann,,
238415,220823,1,Whatsapp,,"['not', 'update', 'cause', 'int', 'security', 'update', 'available', 'be', 'suggest', 'local', 'itv', 'news', 'team']",2019-05-14,113095,Cant Update this cause there isnt a Security Update available which has been suggested by our local BBC & ITV News Teams...,1,can not update this cause there int a security update available which has been suggested by our local bc and itv news team,DJ LIMO,,
238424,220832,1,Whatsapp,,"['be', 'news', 'saying', 'must', 'update', 'send', 'update', 'do']",2019-05-14,113139,it is all over the news saying we MUST UPDATE so please send the update down to us so that we can do so,1,it is all over the news saying we must update so please send the update down to we so that we can do so,A Google User,,
